17-gap-fill	otel-semconv	messaging-spans	https://opentelemetry.io/docs/specs/semconv/messaging/messaging-spans/
17-gap-fill	otel-semconv	messaging-metrics	https://opentelemetry.io/docs/specs/semconv/messaging/messaging-metrics/
17-gap-fill	otel-semconv	general-metrics	https://opentelemetry.io/docs/specs/semconv/general/metrics/
17-gap-fill	temporal-security	authorization	https://docs.temporal.io/self-hosted-guide/security
17-gap-fill	aws-iam	batch-actions	https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsbatch.html
17-gap-fill	aws-iam	stepfunctions-actions	https://docs.aws.amazon.com/service-authorization/latest/reference/list_awsstepfunctions.html
17-gap-fill	k8s-rbac	overview	https://kubernetes.io/docs/reference/access-authn-authz/rbac/
17-gap-fill	temporal-encryption	data-encryption	https://docs.temporal.io/production-deployment/data-encryption
17-gap-fill	sqs-encryption	sse	https://docs.aws.amazon.com/AWSSimpleQueueService/latest/SQSDeveloperGuide/sqs-server-side-encryption.html
17-gap-fill	sns-data-protection	overview	https://docs.aws.amazon.com/sns/latest/dg/sns-message-data-protection.html
17-gap-fill	eip-claim-check	store-in-library	https://www.enterpriseintegrationpatterns.com/patterns/messaging/StoreInLibrary.html
17-gap-fill	sqs-large-messages	s3	https://docs.aws.amazon.com/AWSSimpleQueueService/latest/SQSDeveloperGuide/sqs-s3-messages.html
17-gap-fill	idempotent-consumer	pattern	https://microservices.io/patterns/communication-style/idempotent-consumer.html
17-gap-fill	confluent-eos	blog	https://www.confluent.io/blog/exactly-once-semantics-are-possible-heres-how-apache-kafka-does-it/
17-gap-fill	temporal-testing	suite	https://docs.temporal.io/develop/go/testing-suite
17-gap-fill	localstack-chaos	overview	https://docs.localstack.cloud/aws/capabilities/chaos-engineering/
17-gap-fill	keda-scaling	deployments	https://keda.sh/docs/latest/concepts/scaling-deployments/
17-gap-fill	keda-scaling	jobs	https://keda.sh/docs/latest/concepts/scaling-jobs/
17-gap-fill	lambda-scaling	provisioned-concurrency	https://docs.aws.amazon.com/lambda/latest/dg/provisioned-concurrency.html
17-gap-fill	strangler-fig	essay	https://martinfowler.com/bliki/StranglerFigApplication.html
17-gap-fill	hexagonal	cockburn	https://alistair.cockburn.us/hexagonal-architecture/
17-gap-fill	failure-taxonomy	dlq-redrive	https://docs.aws.amazon.com/prescriptive-guidance/latest/cloud-design-patterns/dead-letter-queue.html
