16-education	sre-book	embracing-risk	https://sre.google/sre-book/embracing-risk/
16-education	sre-book	service-level-objectives	https://sre.google/sre-book/service-level-objectives/
16-education	sre-book	eliminating-toil	https://sre.google/sre-book/eliminating-toil/
16-education	sre-book	handling-overload	https://sre.google/sre-book/handling-overload/
16-education	sre-book	addressing-cascading-failures	https://sre.google/sre-book/addressing-cascading-failures/
16-education	sre-book	data-processing-pipelines	https://sre.google/sre-book/data-processing-pipelines/
16-education	sre-book	distributed-periodic-scheduling	https://sre.google/sre-book/distributed-periodic-scheduling/
16-education	sre-book	managing-critical-state	https://sre.google/sre-book/managing-critical-state/
16-education	patterns-distributed	index	https://martinfowler.com/articles/patterns-of-distributed-systems/
16-education	patterns-distributed	write-ahead-log	https://martinfowler.com/articles/patterns-of-distributed-systems/wal.html
16-education	patterns-distributed	lease	https://martinfowler.com/articles/patterns-of-distributed-systems/time-bound-lease.html
16-education	patterns-distributed	heartbeat	https://martinfowler.com/articles/patterns-of-distributed-systems/heartbeat.html
16-education	patterns-distributed	idempotent-receiver	https://martinfowler.com/articles/patterns-of-distributed-systems/idempotent-receiver.html
16-education	patterns-distributed	leader-follower	https://martinfowler.com/articles/patterns-of-distributed-systems/leader-follower.html
16-education	patterns-distributed	state-watch	https://martinfowler.com/articles/patterns-of-distributed-systems/state-watch.html
16-education	eip	guaranteed-delivery	https://www.enterpriseintegrationpatterns.com/patterns/messaging/GuaranteedMessaging.html
16-education	eip	dead-letter-channel	https://www.enterpriseintegrationpatterns.com/patterns/messaging/DeadLetterChannel.html
16-education	eip	idempotent-receiver	https://www.enterpriseintegrationpatterns.com/patterns/messaging/IdempotentReceiver.html
16-education	eip	competing-consumers	https://www.enterpriseintegrationpatterns.com/patterns/messaging/CompetingConsumers.html
16-education	eip	message-channel	https://www.enterpriseintegrationpatterns.com/patterns/messaging/MessageChannel.html
16-education	eip	transactional-client	https://www.enterpriseintegrationpatterns.com/patterns/messaging/TransactionalClient.html
16-education	stripe-idempotency	blog	https://stripe.com/blog/idempotency
16-education	netflix-conductor	blog	https://netflixtechblog.com/netflix-conductor-a-microservices-orchestrator-2e8d4771bf40
16-education	uber-cadence	blog	https://www.uber.com/en-US/blog/cadence/
16-education	raft	paper	https://raft.github.io/raft.pdf
16-education	tail-at-scale	paper	https://www.barroso.org/publications/TheTailAtScale.pdf
16-education	borg-omega	borg-paper	https://research.google/pubs/large-scale-cluster-management-at-google-with-borg/
